epoch,train_loss,train_acc,test_r1,test_r5,test_r10,test_mAP,test_mINP
0,5.846258649777324,0.1978427476582458,71.44384980201721,85.24064421653748,89.9465262889862,77.9494776909619,77.9494776909619
1,2.3761630731382866,0.5915980698268521,73.47593307495117,86.25668287277222,90.85561633110046,79.42574170151447,79.42574170151447
2,1.3121797094553531,0.7706500141924496,73.7433135509491,86.79144382476807,91.06951951980591,79.85939886964093,79.85939886964093
3,0.8964504512778203,0.8513198978143628,73.26202988624573,86.47058606147766,90.85561633110046,79.55740828110926,79.55740828110926
4,0.6300275426610707,0.8979279023559467,73.20855855941772,87.64705657958984,91.39037728309631,79.93923577013216,79.93923577013216
5,0.5322281505247425,0.9172296338347999,73.79679083824158,86.84492111206055,91.33689999580383,79.94853849479918,79.94853849479918
6,0.4558876451446426,0.9316491626454726,74.8128354549408,88.07486891746521,91.92513227462769,80.9358285573437,80.9358285573437
7,0.4215815310007193,0.9384047686630712,75.61497092247009,88.02139163017273,92.35293865203857,81.52229303160885,81.52229303160885
8,0.36883668092682453,0.9456145330684076,75.24064183235168,87.91443705558777,92.78075098991394,81.15870289409155,81.15870289409155
9,0.35573091498160275,0.9506670451319897,74.01069402694702,87.70053386688232,91.55080318450928,80.36820747526899,80.36820747526899
10,0.3276556283074822,0.9591257451036049,75.13368725776672,87.86095976829529,92.24599003791809,80.97073467233102,80.97073467233102
11,0.2951097667200336,0.9630428611978428,73.95721673965454,86.73796653747559,91.76470637321472,80.00527044956102,80.00527044956102
12,0.29915544477133055,0.9649730343457281,75.40106773376465,87.05882430076599,91.44384860992432,81.06400706988836,81.06400706988836
13,0.3233274633103462,0.9631564007947772,74.22459721565247,87.80748844146729,91.71122908592224,80.41780808487422,80.41780808487422
14,0.30595691801978553,0.9650298041441953,75.82887411117554,87.96791434288025,92.08556413650513,81.5105919329498,81.5105919329498
15,0.2720060044802829,0.9716151007663922,75.13368725776672,88.39572072029114,93.31550598144531,81.2236973525495,81.2236973525495
16,0.26734818808064015,0.9721827987510644,75.88235139846802,88.98395895957947,92.6203191280365,81.72983540227406,81.72983540227406
17,0.2628221393578979,0.9751348282713597,75.50802230834961,87.86095976829529,91.76470637321472,81.20038505247703,81.20038505247703
18,0.2529840102638672,0.9761566846437695,74.11764860153198,87.32620477676392,91.4973258972168,80.56346367177754,80.56346367177754
19,0.24330935976128332,0.9771785410161794,75.61497092247009,86.79144382476807,90.69518446922302,81.01216556289702,81.01216556289702
20,0.238828254454927,0.9799602611410729,77.0588219165802,87.59358525276184,91.65775179862976,82.03868176107844,82.03868176107844
21,0.2416673819737241,0.9789384047686631,75.13368725776672,88.28877210617065,92.83422231674194,81.2359279526203,81.2359279526203
22,0.2206785832079439,0.9825716718705648,75.56149959564209,88.1818175315857,92.35293865203857,81.51639180781467,81.51639180781467
23,0.19498290361378162,0.9862049389724666,74.38502907752991,87.54010796546936,92.45989322662354,80.49781571312221,80.49781571312221
24,0.19137745776739506,0.9847856940107863,75.1871645450592,88.5026752948761,93.04812550544739,81.27901755489111,81.27901755489111
25,0.20566703542715914,0.9869997161510077,74.97326135635376,86.73796653747559,91.33689999580383,80.48648673406458,80.48648673406458
26,0.20351571129730672,0.9864320181663355,75.08021593093872,88.1818175315857,92.6203191280365,81.13962274550637,81.13962274550637
27,0.19938481324882357,0.987340334941811,75.9358286857605,88.82352709770203,92.67379641532898,81.72749010558536,81.72749010558536
28,0.17954878343833364,0.9893840476866307,75.02673864364624,87.96791434288025,91.92513227462769,80.94218303246282,80.94218303246282
29,0.17723352257802072,0.9906897530513766,75.77540278434753,87.59358525276184,92.51337051391602,81.29512017924901,81.29512017924901
30,0.16569539873971542,0.9915413000283849,74.65240359306335,87.70053386688232,92.19251275062561,80.59784357837111,80.59784357837111
