epoch,train_loss,train_acc,test_r1,test_r5,test_r10,test_mAP,test_mINP
0,8.059524310491945,0.0034023742114935676,10.24371087551117,21.94182425737381,29.70125675201416,17.05206229193548,17.05206229193548
1,6.5272401851518955,0.02262454676401927,19.158804416656494,38.042452931404114,49.19811189174652,28.94758166707771,28.94758166707771
2,5.336613426370497,0.06897879103958675,27.154088020324707,51.902514696121216,65.11792540550232,39.238108310116345,39.238108310116345
3,4.443015827481546,0.1347663040778821,32.32704401016235,60.3144645690918,72.87735939025879,45.37899126128758,45.37899126128758
4,3.781303121715226,0.20781801023195748,35.92767417430878,64.35534358024597,76.96540951728821,49.000283965723064,49.000283965723064
5,3.2892356997233048,0.27844831868077285,39.11163508892059,67.83804893493652,79.23741936683655,52.055931224106445,52.055931224106445
6,2.914961180933031,0.3387349128296826,41.95754826068878,70.88050246238708,81.8160355091095,55.008623167908496,55.008623167908496
7,2.6304097184953465,0.38821834798589383,42.743709683418274,71.27358317375183,82.27987289428711,55.70751558833883,55.70751558833883
8,2.400950983538983,0.4344111657477773,45.267295837402344,74.31603670120239,84.61477756500244,58.26699109302981,58.26699109302981
9,2.2346473128596793,0.4661376843987483,44.66980993747711,74.11949634552002,84.64622497558594,57.831967243333324,57.831967243333324
10,2.075992600712828,0.5025952416430736,47.468551993370056,76.8081784248352,86.38364672660828,60.54616788175549,60.54616788175549
11,1.945388666499788,0.5311553171410123,48.89150857925415,78.1210720539093,87.20911741256714,61.88861566330943,61.88861566330943
12,1.8418478237583724,0.5540406298117518,48.7185537815094,76.81604027748108,85.85692048072815,61.16518606243423,61.16518606243423
13,1.7379176269811294,0.5799557939700989,47.80660271644592,76.53301954269409,86.25786304473877,60.68616274734394,60.68616274734394
14,1.6577388481181252,0.6009039884766304,50.581759214401245,79.55188751220703,88.2468581199646,63.403452276098434,63.403452276098434
15,1.5701353715866195,0.6238513882680177,51.32075548171997,80.51100373268127,88.80503177642822,64.10612011016003,64.10612011016003
16,1.5103070268046925,0.6378954949585258,51.82390213012695,80.47170042991638,89.20597434043884,64.53665210224543,64.53665210224543
17,1.439656454541138,0.6558262554015795,52.85377502441406,81.32075667381287,89.22169804573059,65.24157650135007,65.24157650135007
18,1.3718916726101709,0.6747379923508667,53.30188870429993,81.18710517883301,89.3081784248352,65.72560468185384,65.72560468185384
19,1.3149910395673459,0.6902721899369195,55.66037893295288,83.86792540550232,90.98270535469055,67.86618235130449,67.86618235130449
20,1.2631626156032136,0.703819599662246,55.54245114326477,83.64779949188232,90.73899388313293,67.83631943340684,67.83631943340684
21,1.201472143873943,0.7225574926737197,56.13207817077637,84.48113203048706,91.48585200309753,68.48400664645943,68.48400664645943
22,1.1484998172970706,0.7374832364774251,55.872642993927,83.77358317375183,91.14779829978943,68.0592929905687,68.0592929905687
23,1.1073369850304966,0.7501365916654249,57.366353273391724,84.1509461402893,90.83333611488342,69.03990488707896,69.03990488707896
24,1.0602913429927394,0.7617841354989321,59.11163687705994,86.24213933944702,92.58647561073303,70.91073162590011,70.91073162590011
25,1.0083072915112974,0.7794541300352655,58.569180965423584,85.32232642173767,91.88679456710815,70.30432182195507,70.30432182195507
26,0.9743199309252096,0.7905925594794616,58.17610025405884,85.22012829780579,91.65094494819641,69.85954245678047,69.85954245678047
27,0.9291745720561935,0.8036432722396066,60.503143072128296,86.5644633769989,92.56289601325989,71.86119220555811,71.86119220555811
